hhid,hhsize,familysize1,familysize2,familysize3,familysize4,familysize5,s1q2,s1q5,s6q1,s6q2,s6q3,s6q4,s6q5,s6q6,s6q7,s6q8,s6q9,s6q11,s6q13,s6q14,s7q1,s7q2,s7q3,s7q4,s7q5,s7q6,s7q7,s7q8,s7q9,s7q10,s7q11,s7q12,s7q13,s7q14,s7q15,s7q16,s7q17,s7q18,s7q19,s7q20,s8q1,s8q2,s8q3,s8q4,s8q4_1,s8q4_2,s8q4_3,s8q5,s8q6,s9q1,s10q1,s10q2,s10q3,s10q4,s10q5,s10q6,s10q7,s10q8,s10q9,s11q1,s11q1_a,s11q2,s11q2_a,s11q3,s11q3_a,s11q4,s11q4_a,s11q5,s11q5_a,s11q6,s11q6_a,s11q7,s11q7_a,s11q8,s11q8_a,s11q9,s11q9_a,s11q10,s11q10_a,crowdindex_room,improved_water,improved_sanitation,LCS_index,asset_idx,hh_fcon,hh_nfcon,hh_con,hh_con2011,hh_con2011_pd,pline_ipl,poorIPL,pgi,spg,weight,popweight
"4717",12,10,2,0,0,0,"Village 2","Yes",3,3,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Solar Energy","No",0,"No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Agree","Neither agree nor disagree","Agree","Agree","Strongly agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","Yes",,"Yes",,"No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",1.195711,1999.2822,972.1134,2971.3955,52.58157,1.7287091,1.9,"Poor",.10626923,.01129315,5.5571685,66.68602
"4720",4,4,0,0,0,0,"Village 2","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field",,"None","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Agree","Agree","Agree","Agree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",-1.2295018,2715.188,411.32202,3126.51,55.326462,1.8189521,1.9,"Poor",.13693331,.01875073,5.5571685,22.228674
"4721",8,8,0,0,0,0,"Village 2","Yes",2,2,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field",,"Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","Yes",,"No","No, because it wasn't necessary.","Yes",,"No","No, because I did not have this asset to sell.","Yes",,"No","No, because it wasn't necessary.","Yes",,"No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Crisis",-1.1687984,4187.0234,1471.7249,5658.748,100.13673,3.2921667,1.9,"Non-poor",0,0,5.5571685,44.457348
"4722",5,2,3,0,0,0,"Village 2","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Flush to unknown place / not sure","No","Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Yes","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Food Secure",3.8586359,3926.3398,1544.6451,5470.9849,96.814095,3.1829293,1.9,"Non-poor",0,0,5.5571685,27.785843
"4723",10,10,0,0,0,0,"Village 2","Yes",2,2,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","Pit latrine with slab","No","Solar Energy","No",0,"No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","Strongly agree","Disagree","Disagree","Disagree","Strongly agree","Disagree","Disagree","Disagree","No","No","No, because it wasn't necessary.","Yes",,"No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","Yes",,"No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Crisis",.74943036,1483.1379,265.03305,1748.171,30.935488,1.0170572,1.9,"Poor",.47670648,.22724906,5.5571685,55.571686
"4725",9,9,0,0,0,0,"Village 2","Yes",3,3,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field",,"Solar Energy","No",0,"No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Disagree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","No","No","No, because it wasn't necessary.","Yes",,"No","No, because I did not have this asset to sell.","Yes",,"No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Crisis",.37304145,674.21228,273.66058,947.87286,16.773479,.55145687,1.9,"Poor",.74691898,.55788797,5.5571685,50.014515
"4726",7,7,0,0,0,0,"Village 2","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","None","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Strongly agree","Agree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Food Secure",-1.2295018,2749.644,108.90461,2858.5488,50.584641,1.6630566,1.9,"Poor",.14437747,.02084485,5.5571685,38.900181
"4728",5,5,0,0,0,0,"Village 2","Yes",1,1,"Carpet","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","Pit latrine with slab","Yes","Solar Energy","No",0,"No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","Neither agree nor disagree","Strongly disagree","Disagree","Disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Yes","Yes",,"No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","Yes",,"Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",.03208619,7049.501,3223.2627,10272.764,181.78596,5.9765248,1.9,"Non-poor",0,0,5.5571685,27.785843
"4736",7,6,1,0,0,0,"Village 2","Yes",3,3,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","None","No",0,"No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Yes","No","Not applicable","No","Not applicable","No","No, because it wasn't necessary.","No","Not applicable","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","Not applicable","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","improved sanitation","Food Secure",.85475582,2069.3669,656.28845,2725.6553,48.232971,1.5857415,1.9,"Poor",.18787476,.03529693,5.5571685,38.900181
"4741",10,6,4,0,0,0,"Village 2","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field","Yes","Battery lamp/Torch/Phone","No",0,"No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Strongly agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",2.0110183,2387.5959,811.9303,3199.5261,56.618549,1.8614317,1.9,"Poor",.1221519,.01492109,5.5571685,55.571686
"4744",3,2,1,0,0,0,"Village 2","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Yes","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","Not applicable","No","Not applicable","No","No, because I did not have this asset to sell.","No","Not applicable","No","Not applicable","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","improved sanitation","Food Secure",-1.2295018,3411.8745,734.62,4146.4946,73.376022,2.4123623,1.9,"Non-poor",0,0,5.5571685,16.671505
"4746",3,3,0,0,0,0,"Village 2","Yes",1,1,"Other","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Solar Energy","No",0,"No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","Agree","Strongly disagree","Strongly disagree","Agree","Strongly agree","Disagree","Agree","Agree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","Yes",,"No","No, because it wasn't necessary.","No","Not applicable","No","Not applicable","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",3.0100307,9131.6738,2219.6433,11351.316,200.87195,6.6040092,1.9,"Non-poor",0,0,5.5571685,16.671505
"4748",8,8,0,0,0,0,"Village 2","Yes",2,2,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","Pit latrine with slab","Yes","Battery lamp/Torch/Phone","No",0,"No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Agree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","No","Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",2.6296902,2387.6287,294.99496,2682.6235,47.471481,1.5607063,1.9,"Poor",.22760257,.05180293,5.5571685,44.457348
"4757",2,2,0,0,0,0,"Village 2","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Solar Energy","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Neither agree nor disagree","Yes","No","Not applicable","No","Not applicable","No","No, because it wasn't necessary.","No","Not applicable","Yes",,"No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",-.87213391,3856.4866,1880.1556,5736.6421,101.51514,3.3374841,1.9,"Non-poor",0,0,5.5571685,11.114337
